Date,Site,Site_ID,Diver,Mode,Transect,Depth_m,Time_Start,Species,Common,Length_cm,Estimate,Notes
25/07/2014,Lower_Choked,LC,RW,SCUBA,2,4.4,11:55:00AM,Sebastes_maliger,Quillback,14,1,
25/07/2014,Lower_Choked,LC,RW,SCUBA,2,4.4,11:55:00AM,Pholidae,Gunnel,14,1,
25/07/2014,Lower_Choked,LC,RW,SCUBA,3,3.6,12:11:00PM,Sebastes_maliger,Quillback,14,1,
25/07/2014,Lower_Choked,LC,RW,SCUBA,3,3.6,12:11:00PM,Cymatogaster_aggregata,Shiner_perch,8,1,
25/07/2014,Lower_Choked,LC,RW,SCUBA,3,3.6,12:11:00PM,Hexagrammos_decagrammus,Kelp_Greenling,10,1,
25/07/2014,Lower_Choked,LC,RW,SCUBA,3,3.6,12:11:00PM,Hexagrammos_decagrammus,Kelp_Greenling,16,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,1,4.2,10:58:00AM,Cymatogaster_aggregata,Shiner_perch,8,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,1,4.2,10:58:00AM,Sebastes_melanops,Black_rockfish,10,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,1,4.2,10:58:00AM,Sebastes_melanops,Black_rockfish,10,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,1,4.2,10:58:00AM,Sebastes_melanops,Black_rockfish,8,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,1,4.2,10:58:00AM,Cymatogaster_aggregata,Shiner_perch,12,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,1,4.2,10:58:00AM,Cymatogaster_aggregata,Shiner_perch,12,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,1,4.2,10:58:00AM,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,1,4.2,10:58:00AM,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,1,4.2,10:58:00AM,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,1,4.2,10:58:00AM,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Sebastes_melanops,Black_rockfish,12,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Cymatogaster_aggregata,Shiner_perch,12,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Cymatogaster_aggregata,Shiner_perch,8,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Cymatogaster_aggregata,Shiner_perch,8,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,2,4.1,11:27:00AM,Embiotocidae,Juvenile_Perch,4,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,3,4.3,11:58:00AM,Cymatogaster_aggregata,Shiner_perch,8,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,3,4.3,11:58:00AM,Cymatogaster_aggregata,Shiner_perch,8,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,3,4.3,11:58:00AM,Cymatogaster_aggregata,Shiner_perch,8,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,3,4.3,11:58:00AM,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,3,4.3,11:58:00AM,Cymatogaster_aggregata,Shiner_perch,9,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,3,4.3,11:58:00AM,Cymatogaster_aggregata,Shiner_perch,12,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,3,4.3,11:58:00AM,Cymatogaster_aggregata,Shiner_perch,8,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,3,4.3,11:58:00AM,Cymatogaster_aggregata,Shiner_perch,8,1,
24/07/2014,Triquet_Bay,TB,RW,SCUBA,3,4.3,11:58:00AM,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,MHL,Snorkel,A,0,-,Cymatogaster_aggregata,Shiner_perch,11,1,
24/07/2014,Triquet_Bay,TB,MHL,Snorkel,A,0,-,Sebastes_melanops,Black_rockfish,10,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,A,0,-,Cymatogaster_aggregata,Shiner_perch,15,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,A,0,-,Cymatogaster_aggregata,Shiner_perch,15,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,A,0,-,Cymatogaster_aggregata,Shiner_perch,14,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,A,0,-,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,A,0,-,Cymatogaster_aggregata,Shiner_perch,15,1,
24/07/2014,Triquet_Bay,TB,MHL,Snorkel,B,0,-,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,MHL,Snorkel,B,0,-,Cymatogaster_aggregata,Shiner_perch,12,1,
24/07/2014,Triquet_Bay,TB,MHL,Snorkel,B,0,-,Cymatogaster_aggregata,Shiner_perch,9,1,
24/07/2014,Triquet_Bay,TB,MHL,Snorkel,B,0,-,Cymatogaster_aggregata,Shiner_perch,12,1,
24/07/2014,Triquet_Bay,TB,MHL,Snorkel,B,0,-,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,MHL,Snorkel,B,0,-,Sebastes_melanops,Black_rockfish,10,1,
24/07/2014,Triquet_Bay,TB,MHL,Snorkel,B,0,-,Sebastes_melanops,Black_rockfish,13,1,
24/07/2014,Triquet_Bay,TB,MHL,Snorkel,B,0,-,Brachyistius_frenatus,Kelp_perch,8,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,B,0,-,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,B,0,-,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,B,0,-,Cymatogaster_aggregata,Shiner_perch,10,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,B,0,-,Cymatogaster_aggregata,Shiner_perch,12,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,B,0,-,Cymatogaster_aggregata,Shiner_perch,13,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,B,0,-,Brachyistius_frenatus,Kelp_perch,15,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,B,0,-,Brachyistius_frenatus,Kelp_perch,10,1,
24/07/2014,Triquet_Bay,TB,AO,Snorkel,B,0,-,Hexagrammos_decagrammus,Kelp_Greenling,20,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,1,2.8,8:41:00AM,Pholidae,Gunnel,20,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,1,2.8,8:41:00AM,Pholidae,Gunnel,14,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,1,2.8,8:41:00AM,Cymatogaster_aggregata,Shiner_perch,10,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,2,2.9,9:02:00AM,Sebastes_sp.,Juvenile_Rockfish,3,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,2,2.9,9:02:00AM,Sebastes_sp.,Juvenile_Rockfish,3,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,2,2.9,9:02:00AM,Sebastes_sp.,Juvenile_Rockfish,3,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,2,2.9,9:02:00AM,Sebastes_sp.,Juvenile_Rockfish,3,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,2,2.9,9:02:00AM,Sebastes_sp.,Juvenile_Rockfish,3,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,2,2.9,9:02:00AM,Sebastes_sp.,Juvenile_Rockfish,3,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,2,2.9,9:02:00AM,Sebastes_sp.,Juvenile_Rockfish,3,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,2,2.9,9:02:00AM,Brachyistius_frenatus,Kelp_Greenling,8,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,3,2.9,9:22:00AM,Scorpaenichthys_marmoratus,Cabezon,20,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,3,2.9,9:22:00AM,Embiotoca_lateralis,Striped_perch,16,1,
25/07/2014,Sandspit_Choked,SC,RW,SCUBA,3,2.9,9:22:00AM,Sebastes_melanops,Black_rockfish,14,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
26/07/2014,Goose_E,GE,RW,SCUBA,1,2.3,9:52:00AM,Cymatogaster_aggregata,Shiner_perch,2,1,
