year,date,site,site_id,region,otter_dens,label,sample_no,mult_sample_no,sample_id,species_id,foil_wgt_kg,wet_wgt_kg,final_wet_wgt_kg,dry_wgt_kg,final_dry_wgt_kg
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,11,,Seagrass,Zostera_marina,0.0045,0.0466,0.0421,0.0116,0.0071
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,2,,Seagrass,Zostera_marina,0.0077,0.1091,0.1014,0.0231,0.0154
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_EPI,2,A,Epiphyte,Mixed epiphytes,0.0021,0.009,0.0069,0.0022,0.0001
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_EPI,2,B,Epiphyte,Mixed epiphytes,0.0018,0.007,0.0052,0.002,0.0002
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,7,1,Seagrass,Zostera_marina,0.0057,0.2091,0.2034,0.0351,0.0294
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,7,2,Seagrass,Zostera_marina,0.005,0.1486,0.1436,0.0225,0.0175
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_EPI,7,A,Epiphyte,Mixed epiphytes,0.0017,0.038,0.0363,0.0022,0.0005
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_EPI,7,B,Epiphyte,Mixed epiphytes,0.002,0.0094,0.0074,0.0024,0.0004
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,13,,Seagrass,Zostera_marina,0.001,0.2179,0.2169,0.0406,0.0396
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_EPI,13,,Epiphyte,Mixed epiphytes,0.0023,0.0051,0.0028,0.0027,0.0004
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,10,,Seagrass,Zostera_marina,0.0077,0.1769,0.1692,0.0354,0.0277
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,6,A,Seagrass,Zostera_marina,0.0069,0.1359,0.129,0.0247,0.0178
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,6,B,Seagrass,Zostera_marina,0.0052,0.158,0.1528,0.0266,0.0214
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_EPI,6,,Epiphyte,Mixed epiphytes,0.0025,0.0026,1.00E-04,0.0025,0
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,5,,Seagrass,Zostera_marina,0.0068,0.1521,0.1453,0.0294,0.0226
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,3,,Seagrass,Zostera_marina,0.006,0.1238,0.1178,0.0269,0.0209
2014,July-11-2014,Goose_West,GW,Goose,High,SEA_BIO_ZM,4,,Seagrass,Zostera_marina,0.006,0.088,0.082,0.0189,0.0129
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ZM,3,,Seagrass,Zostera_marina,0.0083,0.1121,0.1038,0.0223,0.014
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ZM,5,,Seagrass,Zostera_marina,0.0073,0.2128,0.2055,0.0341,0.0268
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ZM,8,,Seagrass,Zostera_marina,0.0045,0.1716,0.1671,0.0319,0.0274
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ALG (saccharina groetlantica),5,,Macroalgae,NA,0.002,0.0117,0.0097,0.0029,0.0009
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ZM,9,,Seagrass,Zostera_marina,0.0059,0.1199,0.114,0.0191,0.0132
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ZM,4,,Seagrass,Zostera_marina,0.0087,0.1293,0.1206,0.0237,0.015
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ALG,4,,Macroalgae,NA,0.0047,0.0084,0.0037,0.0053,0.0006
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ZM,2,,Seagrass,Zostera_marina,0.0082,0.1432,0.135,0.0293,0.0211
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ZM,1,,Seagrass,Zostera_marina,0.0064,0.1048,0.0984,0.0207,0.0143
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ZM,12,,Seagrass,Zostera_marina,0.0043,0.0491,0.0448,0.012,0.0077
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ZM,11,,Seagrass,Zostera_marina,0.0067,0.1123,0.1056,0.0231,0.0164
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ALG,1,,Macroalgae,NA,0.0028,0.0031,0.0003,0.0029,0.0001
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ALG,12,,Macroalgae,NA,0.0022,0.0094,0.0072,0.003,0.0008
2014,July-11-2014,Triquet_Bay,TB,Triquet,Low,SEA_BIO_ALG,1,,Macroalgae,NA,0.0022,0.0045,0.0023,0.0024,0.0002
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,4,A,Seagrass,Zostera_marina,0.0077,0.1615,0.1538,0.0249,0.0172
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,4,B,Seagrass,Zostera_marina,0.0079,0.1569,0.149,0.0267,0.0188
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,10,,Seagrass,Zostera_marina,0.0084,0.1962,0.1878,0.0351,0.0267
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,12,,Seagrass,Zostera_marina,0.0075,0.2122,0.2047,0.04,0.0325
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,2,,Seagrass,Zostera_marina,0.0076,0.2096,0.202,0.0402,0.0326
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,6,,Seagrass,Zostera_marina,0.0073,0.1212,0.1139,0.0273,0.02
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,5,,Seagrass,Zostera_marina,0.008,0.1691,0.1611,0.0286,0.0206
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,3,,Seagrass,Zostera_marina,0.0069,0.1641,0.1572,0.0314,0.0245
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,7,A,Seagrass,Zostera_marina,0.0075,0.1389,0.1314,0.0245,0.017
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,7,B,Seagrass,Zostera_marina,0.0063,0.1505,0.1442,0.024,0.0177
2014,July-13-2014,McMullin_South,MS,McMullin,High,SEA_BIO_ZM,8,,Seagrass,Zostera_marina,0.0073,0.254,0.2467,0.046,0.0387
2014,July-13-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_ZM,6,A,Seagrass,Zostera_marina,0.0072,0.1377,0.1305,0.0218,0.0146
2014,July-13-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_ZM,6,B,Seagrass,Zostera_marina,0.0066,0.0871,0.0805,0.0152,0.0086
2014,July-13-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_SMITH,6,,Epiphyte,Smithora,0.0062,0.138,0.1318,0.0157,0.0095
2014,July-13-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_ZM,4,,Seagrass,Zostera_marina,0.0067,0.1845,0.1778,0.0257,0.019
2014,July-13-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_SMITH,4,,Epiphyte,Smithora,0.0063,0.2,0.1937,0.0144,0.0081
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_ZM,11,,Seagrass,Zostera_marina,0.0046,0.0713,0.0667,0.0111,0.0065
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_DES,11,,Macroalage,Desmerestia,0.0024,0.0232,0.0208,0.0034,0.001
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_ZM,6,,Seagrass,Zostera_marina,0.0043,0.0724,0.0681,0.0113,0.007
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_SMITH,6,,Epiphyte,Smithora,0.0012,0.0388,0.0376,0.0068,0.0056
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_SMITH,8,,Epiphyte,Smithora,0.0013,0.0695,0.0682,0.0057,0.0044
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_ZM,8,A,Seagrass,Zostera_marina,0.0045,0.0676,0.0631,0.0103,0.0058
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_ZM,8,B,Seagrass,Zostera_marina,0.0043,0.0514,0.0471,0.0088,0.0045
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_ZM,4,A,Seagrass,Zostera_marina,0.0044,0.0928,0.0884,0.0145,0.0101
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_ZM,4,B,Seagrass,Zostera_marina,0.0044,0.0619,0.0575,0.0111,0.0067
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_ALG (Nereocystis),4,,Macroalgae,Nereocystis,0.0011,0.0068,0.0057,0.0016,0.0005
2014,July-29-2014,Choked_Lower,CL,Choked,Low,SEA_BIO_EPI,4,,Epiphyte,Smithora,0.0019,0.0509,0.049,0.0049,0.003
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,1,,Seagrass,Zostera_marina,0.0052,0.0781,0.0729,0.0186,0.0134
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_PS,1,,Seagrass,Phyllospadix,0.0029,0.0099,0.007,0.0044,0.0015
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,9,A,Seagrass,Zostera_marina,0.0043,0.0637,0.0594,0.0123,0.008
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,9,B,Seagrass,Zostera_marina,0.0027,0.0255,0.0228,0.0065,0.0038
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,8,A,Seagrass,Zostera_marina,0.0048,0.0766,0.0718,0.0178,0.013
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,8,B,Seagrass,Zostera_marina,0.0035,0.0383,0.0348,0.0098,0.0063
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_DES,9,,Macroalgae,Desmerestia,0.0029,0.0049,0.002,0.0031,0.0002
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ALG (Unident. Red drift),8,,Macroalgae,Unknown,0.0031,0.0088,0.0057,0.0038,0.0007
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ALG (Unident. Brown drift),8,,Macroalgae,Unknown,0.0018,0.0038,0.002,0.002,0.0002
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,11,,Seagrass,Zostera_marina,0.0047,0.0803,0.0756,0.0158,0.0111
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,4,,Seagrass,Zostera_marina,0.0067,0.054,0.0473,0.0149,0.0082
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_EPI (Gracilaria),12,,Epiphyte,Gracilaria,0.0032,0.0083,0.0051,0.0034,0.0002
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,12,A,Seagrass,Zostera_marina,0.0054,0.0651,0.0597,0.0172,0.0118
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,12,B,Seagrass,Zostera_marina,0.0047,0.0798,0.0751,0.0159,0.0112
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,12,C,Seagrass,Zostera_marina,0.0049,0.0402,0.0353,0.0114,0.0065
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_PS,11,A,Seagrass,Phyllospadix,0.0046,0.0516,0.047,0.0144,0.0098
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_PS,11,B,Seagrass,Phyllospadix,0.0046,0.0601,0.0555,0.0152,0.0106
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_PS,12,A,Seagrass,Phyllospadix,0.0048,0.0626,0.0578,0.0153,0.0105
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_PS,12,B,Seagrass,Phyllospadix,0.0048,0.0454,0.0406,0.0119,0.0071
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_PS,7,A,Seagrass,Phyllospadix,0.0046,0.0743,0.0697,0.0164,0.0118
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_PS,7,B,Seagrass,Phyllospadix,0.0045,0.0539,0.0494,0.0133,0.0088
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_PS,7,C,Seagrass,Phyllospadix,0.0071,0.0552,0.0481,0.0174,0.0103
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,10,A,Seagrass,Zostera_marina,0.0041,0.0636,0.0595,0.0118,0.0077
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,10,B,Seagrass,Zostera_marina,0.0044,0.0701,0.0657,0.0119,0.0075
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,10,C,Seagrass,Zostera_marina,0.0045,0.0623,0.0578,0.0126,0.0081
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_PS,10,,Seagrass,Phyllospadix,0.0018,0.005,0.0032,0.0024,0.0006
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ALG (Foliose red alga)),10,,Macroalgae,Unknown,0.0008,0.0011,0.0003,0.009,0.0082
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ZM,6,,Seagrass,Zostera_marina,0.0045,0.0781,0.0736,0.0179,0.0134
2014,July-31-2014,Goose_East,GE,Goose,High,SEA_BIO_ALG (Unident. Red drift),6,,Macroalgae,Unknown,0.0007,0.0028,0.0021,0.0009,0.0002
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,9,A,Seagrass,Zostera_marina,0.0045,0.0642,0.0597,0.0118,0.0073
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,9,B,Seagrass,Zostera_marina,0.0048,0.0644,0.0596,0.0127,0.0079
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,9,C,Seagrass,Zostera_marina,0.0043,0.0427,0.0384,0.0099,0.0056
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ALG (Agarum sp.),9,,Macroalgae,Agarum,0.002,0.005,0.003,0.0024,0.0004
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,3,A,Seagrass,Zostera_marina,0.0049,0.0705,0.0656,0.0136,0.0087
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,3,B,Seagrass,Zostera_marina,0.0048,0.0604,0.0556,0.0137,0.0089
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ALG (Agarum sp.),3,,Macroalgae,Agarum,0.0032,0.0185,0.0153,0.0056,0.0024
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_EPI,3,,Epiphyte,Unknown,0.0023,0.0195,0.0172,NA,NA
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,11,A,Seagrass,Zostera_marina,0.0047,0.0253,0.0206,0.0075,0.0028
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,11,B,Seagrass,Zostera_marina,0.0051,0.0622,0.0571,0.0114,0.0063
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ALG (Agarum sp.),11,,Macroalgae,Agarum,0.0022,0.0066,0.0044,0.0028,0.0006
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,12,A,Seagrass,Zostera_marina,0.0044,0.0618,0.0574,0.0111,0.0067
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,12,B,Seagrass,Zostera_marina,0.0046,0.0444,0.0398,0.0097,0.0051
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,12,C,Seagrass,Zostera_marina,0.0043,0.0559,0.0516,0.0105,0.0062
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,6,A,Seagrass,Zostera_marina,0.0062,0.0633,0.0571,0.0146,0.0084
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,6,B,Seagrass,Zostera_marina,0.0067,0.0627,0.056,0.015,0.0083
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,6,C,Seagrass,Zostera_marina,0.0041,0.0618,0.0577,NA,NA
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,8,A,Seagrass,Zostera_marina,0.0041,0.0679,0.0638,0.0104,0.0063
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,8,C,Seagrass,Zostera_marina,0.0047,0.0531,0.0484,0.0116,0.0069
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_Drift,8,,Maccroalgae,Unknown,0.002,0.0169,0.0149,0.0031,0.0011
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,10,A,Seagrass,Zostera_marina,0.0048,0.0599,0.0551,0.0124,0.0076
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,10,B,Seagrass,Zostera_marina,0.0047,0.0617,0.057,0.0118,0.0071
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,7,A,Seagrass,Zostera_marina,0.0042,0.0477,0.0435,0.0095,0.0053
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,7,B,Seagrass,Zostera_marina,0.0047,0.0343,0.0296,0.0087,0.004
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,4,A,Seagrass,Zostera_marina,0.004,0.0544,0.0504,0.0106,0.0066
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,4,B,Seagrass,Zostera_marina,0.0044,0.0669,0.0625,NA,NA
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,4,C,Seagrass,Zostera_marina,0.0045,0.064,0.0595,0.0109,0.0064
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,4,D,Seagrass,Zostera_marina,0.0046,0.0466,0.042,0.0093,0.0047
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ZM,4,E,Seagrass,Zostera_marina,0.0053,0.0626,0.0573,0.0128,0.0075
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_EPI,4,,Epiphyte,Mixed epiphytes,0.0022,0.0207,0.0185,NA,NA
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ALG (Ulva),7,,Macroalgae,Ulva,0.0019,0.009,0.0071,0.0025,0.0006
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ALG (drift),10,,Macroalgae,Unknown,0.0021,0.0083,0.0062,0.0023,0.0002
2014,Aug-02-2014,McMullin_North,MN,McMullin,High,SEA_BIO_ALG (drift),4,,Macroalgae,Unknown,0.0007,0.0021,0.0014,0.0008,0.0001
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,13,A,Seagrass,Zostera_marina,0.006,0.0683,0.0623,0.0124,0.0064
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,13,B,Seagrass,Zostera_marina,0.0048,0.0539,0.0491,0.0109,0.0061
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,12,A,Seagrass,Zostera_marina,0.0045,0.0593,0.0548,0.0109,0.0064
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,12,B,Seagrass,Zostera_marina,0.0038,0.0404,0.0366,0.0081,0.0043
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,10,B,Seagrass,Zostera_marina,0.0049,0.0514,0.0465,0.0104,0.0055
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,10,A,Seagrass,Zostera_marina,0.0062,0.0678,0.0616,0.0145,0.0083
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,2,A,Seagrass,Zostera_marina,0.0049,0.0405,0.0356,0.0093,0.0044
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,2,B,Seagrass,Zostera_marina,0.0059,0.0301,0.0242,0.0096,0.0037
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,6,A,Seagrass,Zostera_marina,0.002,0.0122,0.0102,0.0033,0.0013
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,6,B,Seagrass,Zostera_marina,0.0057,0.0719,0.0662,0.0137,0.008
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,6,C,Seagrass,Zostera_marina,0.0071,0.0719,0.0648,0.0133,0.0062
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,6,D,Seagrass,Zostera_marina,0.0047,0.072,0.0673,0.0142,0.0095
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,7,A,Seagrass,Zostera_marina,0.0048,0.0724,0.0676,0.0131,0.0083
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,7,B,Seagrass,Zostera_marina,0.0062,0.0718,0.0656,0.0161,0.0099
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,7,C,Seagrass,Zostera_marina,0.0018,0.0214,0.0196,0.0053,0.0035
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_DES,7,,Macroalgae,Desmerestia,0.0018,0.0083,0.0065,0.0024,0.0006
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,5,A,Seagrass,Zostera_marina,0.0057,0.0514,0.0457,0.0126,0.0069
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,5,B,Seagrass,Zostera_marina,0.0049,0.0331,0.0282,0.0112,0.0063
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,4,A,Seagrass,Zostera_marina,0.0061,0.0495,0.0434,0.0122,0.0061
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,4,B,Seagrass,Zostera_marina,0.0063,0.0432,0.0369,0.0111,0.0048
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,9,A,Seagrass,Zostera_marina,0.0067,0.0617,0.055,0.0145,0.0078
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,9,B,Seagrass,Zostera_marina,0.0064,0.0617,0.0553,0.0154,0.009
2014,Aug-04-2014,Triquet_North,TN,Triquet,Low,SEA_BIO_ZM,9,C,Seagrass,Zostera_marina,0.0048,0.0628,0.058,0.0143,0.0095
